version: 3.4.1
built on: Tue Feb 11 14:29:27 2025 UTC
options: bn(64,64)
compiler: clang -fPIC -arch arm64 -O3 -Wall -DL_ENDIAN -DOPENSSL_PIC -D_REENTRANT -DOPENSSL_BUILDING_OPENSSL -DNDEBUG
CPUINFO: OPENSSL_armcap=0x987d
The 'numbers' are in 1000s of bytes per second processed.
type             64 bytes
AES-128-CTR      37319.28k

  __write_nocancel                                              90375
  dyld3::OverflowSafeArray<unsigned int, 4294967295ul>::verifySpace(unsigned long)            90376
  EVP_CIPHER_get_type                                           90708
  dyld4::Loader::contains(dyld4::RuntimeState&, void const*, void const**, unsigned long long*, unsigned char*) const            94332
  property_hash                                                 94501
  pthread_cond_signal                                          103500
  os_unfair_lock_assert_owner                                  106498
  Diagnostics::assertNoError() const                           112708
  app_get0_propq                                               120542
  pthread_rwlock_init                                          123373
  app_get0_libctx                                              125083
  OPENSSL_sk_sort                                              134132
  pthread_rwlock_destroy                                       134252
  nanov2_size                                                  135082
  Diagnostics::~Diagnostics()                                  139501
  Diagnostics::Diagnostics(bool)                               145130
  ossl_property_free                                           155750
  get_legacy_evp_names                                         160375
  aes_v8_set_encrypt_key                                       162835
  os_unfair_lock_unlock                                        165792
  EVP_SIGNATURE_fetch                                          168918
  ossl_lib_ctx_is_default                                      177086
  os_unfair_lock_lock_with_options                             179877
  ossl_method_lock_store                                       186503
  EVP_MD_get_type                                              194416
  EVP_CIPHER_CTX_get_key_length                                195208
  ossl_method_unlock_store                                     196917
  invocation function for block in dyld3::MachOFile::getEntry(unsigned long long&, bool&) const           207416
  EVP_CipherInit_ex                                            212669
  _Block_object_dispose                                        213748
  szone_malloc                                                 226625
  nanov2_pointer_size                                          229085
  _szone_free                                                  231789
  ossl_property_match_count                                    240668
  ossl_property_has_optional                                   247793
  deflt_query                                                  258207
  strncmp                                                      267540
  nanov2_allocate_from_block                                   268589
  rack_get_thread_index                                        270250
  ossl_cipher_generic_einit                                    270675
  trim_ws                                                      274168
  tiny_free_list_remove_ptr                                    274372
  ossl_cipher_generic_set_ctx_params                           286541
  ossl_provider_unquery_operation                              288373
  query_hash                                                   293752
  invocation function for block in dyld4::JustInTimeLoader::contains(dyld4::RuntimeState&, void const*, void const**, unsigned lo           294292
  tiny_free_list_add_ptr                                       295499
  BUF_MEM_new                                                  303372
  EVP_CipherUpdate                                             312120
  aes_v8_ecb_encrypt                                           316705
  get_tiny_previous_free_msize                                 321170
  szone_try_free_default                                       322168
  OPENSSL_LH_doall                                             327085
  OPENSSL_LH_flush                                             329794
  OBJ_get0_data                                                330547
  set_tiny_meta_header_in_use                                  333579
  ossl_prov_is_running                                         337542
  ossl_sa_set                                                  350529
  OSSL_PARAM_set_uint                                          352164
  EVP_CIPHER_get_nid                                           366924
  EVP_SIGNATURE_get0_name                                      371628
  ossl_ctype_check                                             373374
  conf_value_cmp                                               376705
  names_free                                                   389913
  ossl_provider_ctx                                            390169
  free                                                         395956
  CRYPTO_atomic_add                                            398629
  invocation function for block in dyld3::MachOLoaded::findClosestSymbol(unsigned long long, char const**, unsigned long long*) c           401959
  ossl_cipher_generic_gettable_ctx_params                      444962
  value_free_hash                                              469501
  function_hash                                                474793
  BN_free                                                      484297
  evp_cipher_up_ref                                            485162
  OSSL_PARAM_locate_const                                      505754
  ASN1_OBJECT_free                                             507461
  eat_alpha_numeric                                            508919
  CRYPTO_realloc                                               511168
  OSSL_PARAM_set_uint32                                        517291
  ossl_lib_ctx_unlock                                          532958
  EVP_CIPHER_get0_provider                                     561085
  OSSL_PARAM_construct_end                                     564460
  evp_cipher_free                                              577163
  do_all_fn                                                    585500
  OPENSSL_LH_set_thunks                                        599581
  ossl_lib_ctx_read_lock                                       600124
  property_defn_cmp                                            627464
  EVP_SIGNATURE_free                                           644752
  property_defn_hash                                           653626
  ossl_provider_free                                           659873
  OSSL_PARAM_construct_uint                                    663874
  EVP_SIGNATURE_up_ref                                         685255
  EVP_CIPHER_free                                              690751
  ossl_provider_up_ref                                         696123
  EVP_PKEY_CTX_free                                            710549
  alg_copy                                                     735164
  sa_free_node                                                 762124
  invocation function for block in dyld3::MachOLoaded::getLinkEditLoadCommands(Diagnostics&, dyld3::MachOLoaded::LinkEditInfo&) c           830792
  _platform_strncmp                                            869625
  _os_once                                                     956133
  ossl_provider_libctx                                         970166
  ossl_sa_get                                                 1042865
  filter_on_operation_id                                      1049570
  OPENSSL_LH_error                                            1095752
  BUF_MEM_grow                                                1116047
  invocation function for block in dyld3::MachOFile::forEachSegment(void (dyld3::MachOFile::SegmentInfo const&, bool&) block_poin          1122080
  internal_free_nop                                           1162720
  OSSL_PARAM_set_size_t                                       1173411
  name_string_free                                            1219183
  _platform_memchr                                            1341290
  names_lh_free_doall                                         1513847
  OSSL_PARAM_set_uint64                                       1570957
  OSSL_PARAM_set_int                                          1634617
  pthread_mutex_lock                                          1738593
  pthread_mutex_unlock                                        1849124
  OSSL_PARAM_construct_size_t                                 1875339
  ossl_rcu_assign_uptr                                        1921879
  _pthread_mutex_lock_init_slow                               2020790
  _pthread_mutex_unlock_init_slow                             2141094
  _pthread_mutex_firstfit_lock_slow                           2248577
  _pthread_mutex_firstfit_unlock_slow                         2337833
  sk_reserve                                                  2427876
  OSSL_PARAM_set_int32                                        2473922
  ossl_lib_ctx_get_data                                       2477126
  obj_name_cmp                                                2479928
  _platform_strchr                                            2602781
  _nanov2_free                                                2609170
  OSSL_PARAM_construct_int                                    2773498
  OPENSSL_LH_strhash                                          3156939
  pthread_getspecific                                         3278382
  _platform_memcmp                                            3316076
  OBJ_nid2obj                                                 3319005
  SortFnByName                                                3368737
  OPENSSL_sk_push                                             3376775
  OPENSSL_sk_num                                              3524511
  CRYPTO_THREAD_get_local                                     3663043
  ossl_lh_strcasehash                                         3672468
  cipher_compare                                              4003504
  ossl_isdigit                                                4033770
  __error                                                     4300511
  pthread_rwlock_rdlock                                       4851613
  CRYPTO_atomic_load                                          5084577
  pthread_once                                                5194886
  OPENSSL_sk_value                                            5537732
  fnv1a_hash                                                  5956354
  pthread_rwlock_wrlock                                       7565710
  _platform_memmove                                           8872691
  err_string_data_cmp                                        10781582
  pthread_rwlock_unlock                                      12347923
  CRYPTO_free                                                15182785
  doapr_outch                                                15296402
  malloc                                                     16372305
  err_string_data_hash                                       16486538
  nanov2_malloc                                              22519911
  _platform_strlen                                           25843717
  _platform_strcmp                                           30210720
  _platform_memset                                           31696359
  nanov2_try_free_default                                    31846213
  ossl_tolower                                               59948527
  aes_v8_ctr32_encrypt_blocks                              1196183937
